policy_id,policy_name,condition_id,condition_name,condition_query,condition_enabled
4539044,Synthetics Team: Production [US] - OnCall (TF),34529667,Production: Job Soft Failures High By Location (TF),"FROM Synthetics SELECT filter(uniqueCount(account), where jobStatus in ('SOFT_FAILED')) where not isPrivateLocation facet location",True
4539044,Synthetics Team: Production [US] - OnCall (TF),34529666,Production: Job Failures High By Location (TF),"FROM Synthetics SELECT filter(uniqueCount(account), where jobStatus in ('FAILED')) where not isPrivateLocation facet location",True
4539044,Synthetics Team: Production [US] - OnCall (TF),34529665,Production Latency (TF),SELECT average(jobDuration) FROM Synthetics WHERE privateLocation IS false AND location NOT LIKE 'LINODE%' FACET location,False
4539044,Synthetics Team: Production [US] - OnCall (TF),34529664,Horde (prod) Instance Count (TF),SELECT uniqueCount(source) FROM SyntheticsMetrics WHERE application = 'synthetics-horde',True
4539044,Synthetics Team: Production [US] - OnCall (TF),34529663,Production Faulty Minions (TF),SELECT uniqueCount(minionId) FROM SyntheticsMinionHost WHERE minionEnvironment = 'production' AND minionStatus = 'FAULTY',False
4539044,Synthetics Team: Production [US] - OnCall (TF),34529661,Production: Instance Count High By Location (TF),"SELECT filter(uniqueCount(minionId), WHERE runtimeVersion != 'unknown') FROM Synthetics where not isPrivateLocation facet location",True
4539044,Synthetics Team: Production [US] - OnCall (TF),34529660,Production Public Locations TSL (Total System Latency) (TF),"SELECT percentile(jobDuration-executionDuration, 99)/1000/60 from Synthetics where privateLocation is false AND location NOT LIKE 'LINODE%' and runtimeVersion = 'unknown' FACET location",True
4539044,Synthetics Team: Production [US] - OnCall (TF),34529659,Production NO Capacity Calculations (TF),From SyntheticsCapacityCalculations SELECT count(*) where environment = 'production' FACET location ,False
4539735,Triage Synthetic Monitors,35669455,Triage - Issue feed chart toggle failed,"SELECT filter(count(*), WHERE result = 'FAILED') AS 'Failures' FROM SyntheticCheck WHERE entityGuid IN ('MXxTWU5USHxNT05JVE9SfGI2OWZlZTNlLTJlYzMtNDkwNy04N2Y5LTNmMzFkZGY3OGU5MQ') FACET monitorName",True
4539735,Triage Synthetic Monitors,35669443,Triage - Search for issues failed,"SELECT filter(count(*), WHERE result = 'FAILED') AS 'Failures' FROM SyntheticCheck WHERE entityGuid IN ('MXxTWU5USHxNT05JVE9SfGRkNTA3YmI0LWYxNzAtNDY4ZS04NDU3LTc4NjU2NDE2OTM5MA') FACET monitorName",True
4539735,Triage Synthetic Monitors,34537727,Triage - Issue page failed,"SELECT filter(count(*), WHERE result = 'FAILED') AS 'Failures' FROM SyntheticCheck WHERE entityGuid IN ('MXxTWU5USHxNT05JVE9SfDUyYzExNmNkLWY4MzYtNDcxYy04NjEzLTVhMTY1YjI4ZDY4Ng') FACET monitorName",True
4545563,1Brandons prod test,34747218,qqqZzzzz,SELECT sum(aws.apigateway.Count.byApi) as 'Requests' FROM Metric WHERE entity.guid IN ('MXxJTkZSQXxOQXw0NzM4Mjk0NDUyNzEzNDg1NDg0') FACET entity.name,True
4545563,1Brandons prod test,34747144,qqqq,SELECT count(newrelic.timeslice.value) as 'App Launch Count Metric' FROM Metric WHERE entity.guid IN ('MXxNT0JJTEV8QVBQTElDQVRJT058MTAwNjE2MTI3') AND metricTimesliceName = 'Session/Start' FACET appName,True
4545563,1Brandons prod test,34747136,qqqq,SELECT count(newrelic.timeslice.value) as 'App Launch Count Metric' FROM Metric WHERE entity.guid IN ('MXxNT0JJTEV8QVBQTElDQVRJT058MTAwNjE2MTI3') AND metricTimesliceName = 'Session/Start' FACET appName,True
4545563,1Brandons prod test,34747116,zzzzqqqq,SELECT sum(aws.apigateway.Count.byApi) as 'Requests' FROM Metric WHERE entity.guid IN ('MXxJTkZSQXxOQXw0NzM4Mjk0NDUyNzEzNDg1NDg0') FACET entity.name,True
4545563,1Brandons prod test,34747109,zzzz,SELECT sum(aws.apigateway.Count.byApi) as 'Requests' FROM Metric WHERE entity.guid IN ('MXxJTkZSQXxOQXw0NzM4Mjk0NDUyNzEzNDg1NDg0') FACET entity.name,True
4545563,1Brandons prod test,34747099,zzzz,SELECT sum(aws.apigateway.Count.byApi) as 'Requests' FROM Metric WHERE entity.guid IN ('MXxJTkZSQXxOQXw0NzM4Mjk0NDUyNzEzNDg1NDg0') FACET entity.name,True
4557362,testing,34669189,Testing Infra Alert,"SELECT average(cpuPercent) FROM SystemSample FACET CASES (WHERE (entityGuid = 'MXxJTkZSQXxOQXw3MzE0MTE4OTc0MjEyOTE2Njgy') AS 'ip-172-31-27-35.us-east-2.compute.internal', WHERE (entityGuid = 'MXxJTkZSQXxOQXw4NDU4NTg4NTUzMTA3ODg5NTMy') AS 'C02G94A2MD6M', WHERE (entityGuid = 'MXxJTkZSQXxOQXw5MjAwMTQyNTg2MjE3Njc3NDU1') AS 'V9571VXQ72', WHERE (entityGuid = 'MXxJTkZSQXxOQXwzMzI3NjEyMzAxOTAyMDE2NDgy') AS 'CVJKMJJD61', WHERE (entityGuid = 'MXxJTkZSQXxOQXw0MzU1OTM0MjY1NTE5MTc1MTA3') AS 'i-0600db543f30a26f7', WHERE (entityGuid = 'MXxJTkZSQXxOQXw1MTE0NTczMjU0MzEyNzkzOTQ3') AS 'i-05a53172641ff48c6', WHERE (entityGuid = 'MXxJTkZSQXxOQXw1NjIxNDQ0MjUwNTA1NDc2OTM') AS 'i-07888d1ce6c381e35', WHERE (entityGuid = 'MXxJTkZSQXxOQXw2MzM5ODQwNzMzMDUzNDg1OTAw') AS 'i-03fae37b7b3739bc1', WHERE (entityGuid = 'MXxJTkZSQXxOQXw2NzQ0NjIxNjA5OTUyNTIyMDMz') AS 'i-0b940d70e716a0393', WHERE (entityGuid = 'MXxJTkZSQXxOQXw3NTgxODI1OTU0OTgwNTgwMjI3') AS 'i-032d9010f881ae651', WHERE (entityGuid = 'MXxJTkZSQXxOQXwxNDAwMzEwNDQ4NTQ4Njg3MzMz') AS 'i-01cb8d078ff2234ec', WHERE (entityGuid = 'MXxJTkZSQXxOQXwyMTk3NDE2MjUxOTAzMDc1NzA') AS 'i-0932e43a571d1032e', WHERE (entityGuid = 'MXxJTkZSQXxOQXw0MzEzNTA5MDg4NjcwMDc2Nzcw') AS 'i-0d8fc3e116a00362f', WHERE (entityGuid = 'MXxJTkZSQXxOQXw0Nzk5MDUxMzQwMzk3MjU2') AS 'instance-1', WHERE (entityGuid = 'MXxJTkZSQXxOQXw1MzI0MjAxMDQ0NjQ3NTU1NDky') AS 'gke-dm-migration-test-cl-default-pool-49cfa62e-8rx2', WHERE (entityGuid = 'MXxJTkZSQXxOQXw3NDA3ODcyMjU0MTY1NDQ3Njc3') AS 'albertos-instance', WHERE (entityGuid = 'MXxJTkZSQXxOQXw4Nzk0MzE4MDkwNDMwOTYzMjIy') AS 'i-04f7f823cf6f797a1', WHERE (entityGuid = 'MXxJTkZSQXxOQXw4OTA4NzM5MjQyNjkwMzcyNTMw') AS 'i-094e0e80857982be3', WHERE (entityGuid = 'MXxJTkZSQXxOQXw5OTg0NzcyMDc4ODc0OTcyNTQ') AS 'i-0f8baf2458da3d5ac', WHERE (entityGuid = 'MXxJTkZSQXxOQXwtMTA1NDk5MTc3MDg5ODI2MTM3Mw') AS 'i-0e2cf3ae548e63314', WHERE (entityGuid = 'MXxJTkZSQXxOQXwtNjUwOTc0MTkxNzg0OTMwOTA4OQ') AS 'gke-dm-migration-test-cl-default-pool-49cfa62e-hx39', WHERE (entityGuid = 'MXxJTkZSQXxOQXwxNTU1MTE2MTA4NjI1NTEwNDYw') AS 'i-06811d86ce3cf2273', WHERE (entityGuid = 'MXxJTkZSQXxOQXwxNjExNzgzNTQ0ODU3NDY3Mjk2') AS 'i-08fe4e42c22167be6', WHERE (entityGuid = 'MXxJTkZSQXxOQXwxODc4NDUxMTQ1NzUxMTc1MDg') AS 'i-064770b3832d88d30', WHERE (entityGuid = 'MXxJTkZSQXxOQXwyMjU3NTU4NTAzNzYyMzIxNzI5') AS 'jmore-beyond-sandbox')",True
4575109,Foodme Policy,35563164,response time high for 5 mins,"SELECT percentile(duration, 95) AS '95th Percentile' FROM Transaction WHERE appName='FoodMe-AJAU' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
4575109,Foodme Policy,35563154,too many errors!," SELECT percentage(count(*), WHERE error is false) AS 'Orders Without Errors' FROM Transaction WHERE appName ='FoodMe-AJAU' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
4575109,Foodme Policy,35563105,throughput low,SELECT count(*) AS 'Orders' FROM Transaction WHERE appName='FoodMe-AJAU' AND name = 'WebTransaction/Expressjs/POST//api/order',True
4583339,qq,35615951,qqqqq,"FROM SyntheticCheck SELECT percentage(count(*),WHERE result!='SUCCESS') WHERE monitorName ='cafualert'",True
4583712,Team Notifications: Staging [TF],35617879,Sudden peak/drop of messages to kafka,SELECT average(bytesOutPerSec) from KafkaBrokerTopicStats where topic = 'ai_notifications' and environment like '%staging',True
4583712,Team Notifications: Staging [TF],35617877,No notification events are published Gateway -> Kafka,SELECT average(messagesInPerSec) from KafkaBrokerTopicStats where topic = 'ai_notifications' and environment like '%staging',True
4583712,Team Notifications: Staging [TF],35617875,Offset lag is high,SELECT average(offsetsLag) FROM KafkaConsumerLag WHERE topic = 'ai_notifications' AND group = 'beamer' and environment = 'staging' facet consumerId,True
4598827,qqqqqqqq,35762177,rds,"FROM SyntheticCheck SELECT percentage(count(*),WHERE result!='SUCCESS') WHERE monitorName ='cafualert'",True
4598936,Cafu_alert,35763417,Cafu_demo_ping,"FROM SyntheticCheck SELECT percentage(count(*),WHERE result!='SUCCESS') WHERE monitorName ='cafualert'",True
4709389,PAI main default new relic account policy,35865755,duration_of_transactions_above_average,SELECT average(duration) FROM Transaction where appName like 'segment-events-service (staging.%',True
4709389,PAI main default new relic account policy,35865754,errors_too_high,"SELECT rate(COUNT(*), 1 hour) FROM Log WHERE container_name = 'segment-events-service' and environment like '%staging' and status != 200 and status is not null ",True
4709389,PAI main default new relic account policy,35865753,throughput_alert,"SELECT rate(count(apm.service.transaction.duration), 1 minute) FROM Metric WHERE appName like 'segment-events-service (staging%' AND transactionType = 'Web' ",True
4717716,E2E_UserJourney_ValidationPolicy,35956975,E2ECondition,"SELECT sum(stepDuration) FROM (FROM BrowserInteraction SELECT average(duration) AS stepDuration where appName = 'FoodMeVick' and category IN ('Initial page load','Route change') FACET CASES (WHERE previousGroupedUrl LIKE 'well-earthy-hippodraco.glitch.me:443/#/customer' AND targetGroupedUrl = 'well-earthy-hippodraco.glitch.me:443/#/customer' AS Step0, WHERE previousGroupedUrl LIKE 'well-earthy-hippodraco.glitch.me:443/#/customer' AND targetGroupedUrl = 'well-earthy-hippodraco.glitch.me:443/#' AS Step1, WHERE previousGroupedUrl LIKE 'well-earthy-hippodraco.glitch.me:443/#' AND targetGroupedUrl = 'well-earthy-hippodraco.glitch.me:443/#/menu/esthers' AS Step2, WHERE previousGroupedUrl LIKE 'well-earthy-hippodraco.glitch.me:443/#/menu/esthers' AND targetGroupedUrl = 'well-earthy-hippodraco.glitch.me:443/#/checkout' AS Step3, WHERE previousGroupedUrl LIKE 'well-earthy-hippodraco.glitch.me:443/#/checkout' AND targetGroupedUrl = 'well-earthy-hippodraco.glitch.me:443/#/thank-you' AS Step4))",False
4718013,Team Workflows [TF]: us-staging - workflow-processing K8S,35958203,Multiple OOM kills detected for workflow-processing in us-staging,"FROM K8sContainerSample
SELECT count(*)
WHERE reason = 'OOMKilled'
  AND namespace = 'uefa'
  AND containerName = 'workflow-processing'
  AND label.environment = 'us-staging'
FACET clusterName, podName
",True
4718013,Team Workflows [TF]: us-staging - workflow-processing K8S,35958201,CPU Utilization is high for workflow-processing in us-staging,"FROM K8sContainerSample
SELECT average(cpuUsedCores)/max(cpuRequestedCores) * 100 AS utilizedPercent
WHERE namespace = 'uefa'
  AND containerName = 'workflow-processing'
  AND label.environment = 'us-staging'
FACET clusterName, podName
",True
4718013,Team Workflows [TF]: us-staging - workflow-processing K8S,35958200,workflow-processing pods are missing in deployment in us-staging,"FROM K8sDeploymentSample
SELECT min(podsDesired-podsAvailable)
WHERE namespace = 'uefa'
  AND deploymentName = 'workflow-processing'
  AND label.environment = 'us-staging'
FACET clusterName, deploymentName
",True
4718013,Team Workflows [TF]: us-staging - workflow-processing K8S,35958199,Multiple pod failures detected for workflow-processing in us-staging,"FROM K8sPodSample
SELECT count(*)
WHERE status = 'Failed'
  AND reason != 'Evicted'
  AND createdKind != 'Job'
  AND namespace = 'uefa'
  AND deploymentName = 'workflow-processing'
  AND label.environment = 'us-staging'
FACET clusterName, podName
",True
4718013,Team Workflows [TF]: us-staging - workflow-processing K8S,35958198,workflow-processing pod is not ready in us-staging,"FROM K8sContainerSample
SELECT count(*)
WHERE isReady = 0
  AND namespace = 'uefa'
  AND containerName = 'workflow-processing'
  AND label.environment = 'us-staging'
FACET clusterName, podName
",True
4718013,Team Workflows [TF]: us-staging - workflow-processing K8S,35958197,CPU Throttled percentage is high for workflow-processing in us-staging,"FROM K8sContainerSample
SELECT sum(containerCpuCfsThrottledPeriodsDelta) / sum(containerCpuCfsPeriodsDelta) * 100 AS throttledPercent
WHERE namespace = 'uefa'
  AND containerName = 'workflow-processing'
  AND label.environment = 'us-staging'
FACET clusterName, podName
",True
4718013,Team Workflows [TF]: us-staging - workflow-processing K8S,35958193,Multiple force kills detected for workflow-processing in us-staging,"FROM K8sContainerSample
SELECT count(*)
WHERE status = 'Terminated'
  AND reason NOT IN ('Completed', '', 'Error', 'OOMKilled')
  AND namespace = 'uefa'
  AND containerName = 'workflow-processing'
  AND label.environment = 'us-staging'
FACET clusterName, podName
",True
4718014,Team Workflows [TF]: staging - Kafka,35958211,A lot of unconsumed Kafka issue events for workflows in staging,"SELECT max(secondsLag)
FROM KafkaConsumerLag
WHERE environment = 'staging'
  AND topic = 'matched_issues_filtered_stream'
  AND group NOT LIKE '%test%'
  AND consumedOffsetsDelta != 0
FACET clusterName
",True
4718014,Team Workflows [TF]: staging - Kafka,35958207,High issue events Kafka lag for workflows in staging,"SELECT percentile(secondsLag, 99.5)
FROM KafkaConsumerLag
WHERE environment = 'staging'
AND topic = 'matched_issues_filtered_stream'
  AND group NOT LIKE '%test%'
  AND consumedOffsetsDelta != 0
FACET clusterName
",True
4718017,Team Workflows [TF]: us-staging - notification-request-builder K8S,35958225,Multiple pod failures detected for notification-request-builder in us-staging,"FROM K8sPodSample
SELECT count(*)
WHERE status = 'Failed'
  AND reason != 'Evicted'
  AND createdKind != 'Job'
  AND namespace = 'uefa'
  AND deploymentName = 'notification-request-builder'
  AND label.environment = 'us-staging'
FACET clusterName, podName
",True
4718017,Team Workflows [TF]: us-staging - notification-request-builder K8S,35958223,CPU Throttled percentage is high for notification-request-builder in us-staging,"FROM K8sContainerSample
SELECT sum(containerCpuCfsThrottledPeriodsDelta) / sum(containerCpuCfsPeriodsDelta) * 100 AS throttledPercent
WHERE namespace = 'uefa'
  AND containerName = 'notification-request-builder'
  AND label.environment = 'us-staging'
FACET clusterName, podName
",True
4718017,Team Workflows [TF]: us-staging - notification-request-builder K8S,35958222,Multiple OOM kills detected for notification-request-builder in us-staging,"FROM K8sContainerSample
SELECT count(*)
WHERE reason = 'OOMKilled'
  AND namespace = 'uefa'
  AND containerName = 'notification-request-builder'
  AND label.environment = 'us-staging'
FACET clusterName, podName
",True
4718017,Team Workflows [TF]: us-staging - notification-request-builder K8S,35958217,CPU Utilization is high for notification-request-builder in us-staging,"FROM K8sContainerSample
SELECT average(cpuUsedCores)/max(cpuRequestedCores) * 100 AS utilizedPercent
WHERE namespace = 'uefa'
  AND containerName = 'notification-request-builder'
  AND label.environment = 'us-staging'
FACET clusterName, podName
",True
4718017,Team Workflows [TF]: us-staging - notification-request-builder K8S,35958215,notification-request-builder pod is not ready in us-staging,"FROM K8sContainerSample
SELECT count(*)
WHERE isReady = 0
  AND namespace = 'uefa'
  AND containerName = 'notification-request-builder'
  AND label.environment = 'us-staging'
FACET clusterName, podName
",True
4718017,Team Workflows [TF]: us-staging - notification-request-builder K8S,35958213,notification-request-builder pods are missing in deployment in us-staging,"FROM K8sDeploymentSample
SELECT min(podsDesired-podsAvailable)
WHERE namespace = 'uefa'
  AND deploymentName = 'notification-request-builder'
  AND label.environment = 'us-staging'
FACET clusterName, deploymentName
",True
4718017,Team Workflows [TF]: us-staging - notification-request-builder K8S,35958212,Multiple force kills detected for notification-request-builder in us-staging,"FROM K8sContainerSample
SELECT count(*)
WHERE status = 'Terminated'
  AND reason NOT IN ('Completed', '', 'Error', 'OOMKilled')
  AND namespace = 'uefa'
  AND containerName = 'notification-request-builder'
  AND label.environment = 'us-staging'
FACET clusterName, podName
",True
4743202,website-monitoring | https://www.apple.com/,36158054,website-monitoring | https://www.apple.com/ | condition_ping,"SELECT count(result) as result FROM SyntheticCheck WHERE monitorId = '6942f3a3-4aaf-480c-b351-9ed314c6a0b6' and result = 'FAILED' and location in ('AWS_US_EAST_1', 'AWS_US_WEST_2', 'AWS_EU_WEST_2')",True
4743202,website-monitoring | https://www.apple.com/,36158053,website-monitoring | https://www.apple.com/ | condition_bl,SELECT count(result) as result FROM SyntheticCheck WHERE monitorId = '63fa0c58-17b5-4e98-ac07-6358cc45fa31' and result = 'FAILED',True
4743203,website-monitoring | https://www.zeptonow.com/,36158069,website-monitoring | https://www.zeptonow.com/ | condition_ping,"SELECT count(result) as result FROM SyntheticCheck WHERE monitorId = '07493ec3-3439-416e-9502-cb4d8f02b2ce' and result = 'FAILED' and location in ('AWS_US_EAST_1', 'AWS_US_WEST_2', 'AWS_EU_WEST_2')",True
4743203,website-monitoring | https://www.zeptonow.com/,36158068,website-monitoring | https://www.zeptonow.com/ | condition_bl,SELECT count(result) as result FROM SyntheticCheck WHERE monitorId = '820d85bf-7ccb-4753-9a2a-d0547feb7e76' and result = 'FAILED',True
4753367,Juan Vega Test,36272619,Classify Neews - Success - SLI compliance,SELECT latest(sliCompliance) FROM ServiceLevelSnapshot WHERE entity.guid = 'MXxFWFR8U0VSVklDRV9MRVZFTHw0MDQ2Mzk',True
4753367,Juan Vega Test,36272515,Web Portal - Browse Phones - Success - SLI compliance,SELECT latest(sliCompliance) FROM ServiceLevelSnapshot WHERE entity.guid = 'MXxFWFR8U0VSVklDRV9MRVZFTHwzODc2OTk',True
4762217,patttttt,36349638,dem123454563,"FROM SyntheticCheck SELECT percentage(count(*),WHERE result!='SUCCESS') WHERE monitorName ='Pandora_alert'",True
4762469,Pandora_demo,36351528,Demo_Pandora1,"FROM SyntheticCheck SELECT percentage(count(*),WHERE result!='SUCCESS') WHERE monitorName ='Pandora_alert'",True
4765689,website-monitoring | https://www.daytona-park.com/,36395149,website-monitoring | https://www.daytona-park.com/ | condition_bl,SELECT count(result) as result FROM SyntheticCheck WHERE monitorId = 'f54bace7-160c-4162-864f-faa38704d1fa' and result = 'FAILED',True
4765689,website-monitoring | https://www.daytona-park.com/,36395148,website-monitoring | https://www.daytona-park.com/ | condition_ping,"SELECT count(result) as result FROM SyntheticCheck WHERE monitorId = 'de88cd34-3cc1-4b0a-b39d-a7500772751e' and result = 'FAILED' and location in ('AWS_US_EAST_1', 'AWS_US_WEST_2', 'AWS_EU_WEST_2')",True
4766827,ejemplo de politica,36401605,ejemplo de la condicion,"SELECT rate(count(*), 1 minute) as 'Throughput Ppm' FROM PageView WHERE entityGuid IN ('MXxCUk9XU0VSfEFQUExJQ0FUSU9OfDYwMTM0MzQ0NA') FACET appName",True
4768417,website-monitoring | https://www.yardsandcastles.co.uk/,36416133,website-monitoring | https://www.yardsandcastles.co.uk/ | condition_bl,SELECT count(result) as result FROM SyntheticCheck WHERE monitorId = '93a34d6f-b7f0-44b7-8571-e6f9880d83e2' and result = 'FAILED',True
4768417,website-monitoring | https://www.yardsandcastles.co.uk/,36416132,website-monitoring | https://www.yardsandcastles.co.uk/ | condition_ping,"SELECT count(result) as result FROM SyntheticCheck WHERE monitorId = '3e88e975-27a8-4227-bf06-6137217dc21b' and result = 'FAILED' and location in ('AWS_US_EAST_1', 'AWS_US_WEST_2', 'AWS_EU_WEST_2')",True
4772995,C# alert policy,36451688,Transaction Errors,SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) * 100 as 'Web errors' FROM Metric WHERE appName like '%' AND (transactionType = 'Web'),True
4772995,C# alert policy,36451687,Generation 1 Hits,SELECT average(newrelic.timeslice.value) * 1e+6 AS 'Generation 1 Hits' FROM Metric WHERE metricTimesliceName = 'GC/Gen1/Size' and appName like '%',True
4772995,C# alert policy,36451686,Generation 2 Hits,SELECT average(newrelic.timeslice.value) * 1e+6 AS 'Generation 2 Hits' FROM Metric WHERE metricTimesliceName = 'GC/Gen2/Size' and appName like '%',True
4772995,C# alert policy,36451685,Memory Usage,SELECT average(memoryUsedBytes/memoryTotalBytes) * 100 AS 'Memory Usage' FROM SystemSample,True
4772995,C# alert policy,36451684,High CPU Utilization,"SELECT rate(sum(apm.service.cpu.usertime.utilization), 1 second) * 100 AS 'High CPU Utilization' FROM Metric WHERE appName like '%'",True
4772995,C# alert policy,36451683,Generation 0 Hits,SELECT average(newrelic.timeslice.value) * 1000 AS 'Generation 0 Hits' FROM Metric WHERE metricTimesliceName = 'GC/Gen0/Size' and appName like '%',True
4772995,C# alert policy,36451682,Apdex Score,"SELECT apdex(duration, t: 0.5) FROM Transaction WHERE appName like '%'",True
4775431,Denis test (US PROD),36471258,Alert registration test,SELECT count(*) from FooBar,False
4785490,Dylan Compound Alert Test Policy,36573154,Static Throughput Condition,"SELECT rate(count(apm.service.transaction.duration), 1 minute) as 'Web throughput' FROM Metric WHERE (appName like '%') AND (transactionType = 'Web') facet appName",True
4785490,Dylan Compound Alert Test Policy,36571184,Compound Alert Condition For Two Baseline Conditions,"FROM NrAiSignal select if(filter(latest(signalValue), where conditionId = 36573154) > 700 and filter(abs(latest(numberOfDeviations)), where conditionId = 36570823) > 0, 1, 0) where conditionId in (36573154, 36570823)  facet tags.appName",True
4785490,Dylan Compound Alert Test Policy,36570897,Throughput Baseline Condition,"SELECT rate(count(apm.service.transaction.duration), 1 minute) as 'Web throughput' FROM Metric WHERE (entity.guid = 'MXxBUE18QVBQTElDQVRJT058NTcxMzUxMzI5') AND (transactionType = 'Web') facet appName",True
4785490,Dylan Compound Alert Test Policy,36570823,Response Time Baseline Condition,FROM Metric Select average(apm.service.transaction.duration * 1000) AS 'Response time' WHERE (appName like '%') AND (transactionType = 'Web') facet appName,True
4788325,website-monitoring | https://www.sompo-japan.co.jp/mypage/,36599457,website-monitoring | https://www.sompo-japan.co.jp/mypage/ | condition_bl,SELECT count(result) as result FROM SyntheticCheck WHERE monitorId = '4dfe64ea-be77-471d-8a33-34ebbba9414e' and result = 'FAILED',True
4788325,website-monitoring | https://www.sompo-japan.co.jp/mypage/,36599456,website-monitoring | https://www.sompo-japan.co.jp/mypage/ | condition_ping,"SELECT count(result) as result FROM SyntheticCheck WHERE monitorId = 'f332c5a8-b230-4096-9419-b3a2a462c196' and result = 'FAILED' and location in ('AWS_US_EAST_1', 'AWS_US_WEST_2', 'AWS_EU_WEST_2')",True
4800381,UDS - Staging - QA cells - Lag - Non-Pageable - stg-little-pony,36718440,WARNING Staging PAE Distributor/Mirror lag in stg-little-pony,"FROM KafkaConsumerLag
SELECT max(secondsLag)
WHERE topic = 'cell_partial_aggregates'
  AND group = 'daqs-mirror-pae'
  AND cluster = 'staging.stg-little-pony'
",True
4800381,UDS - Staging - QA cells - Lag - Non-Pageable - stg-little-pony,36718439,SEV5 Result Validator lag in stg-little-pony,"FROM KafkaConsumerLag
SELECT max(secondsLag)
WHERE group = 'result_validator_default'
  AND cluster = 'staging.stg-little-pony'
FACET topic
",True
4800381,UDS - Staging - QA cells - Lag - Non-Pageable - stg-little-pony,36718438,WARNING Staging Window Aggregation Merger lag in stg-little-pony,"FROM KafkaConsumerLag
SELECT max(secondsLag)
WHERE topic = 'partially_aggregated_events'
  AND group = 'window_aggregation_merger_partial_aggregates'
  AND cluster = 'staging.stg-little-pony'
",True
4800382,UDS - Staging - QA cells - Retention - Non-Pageable - stg-little-pony,36718443,WARNING Staging Partition Size exceeds 80% of Retention Bytes in stg-little-pony,"FROM KafkaBrokerTopicStats
SELECT max(maxPartitionSizeBytes)/max(retentionBytes)
WHERE cluster like 'stg-little-pony%'
  AND topic in ('cell_partial_aggregates','partially_aggregated_events','undecided_daqs_results')
facet topic
",True
4800383,UDS - Staging - TDM - Kafka Producer Quotas - Non-Pageable - stg-little-pony,36718441,WARNING Staging Producer Throttled in stg-little-pony,"FROM KafkaClientStats
SELECT max(produceThrottleTimeMs)
WHERE cluster like 'stg-little-pony%'
  AND clientId in ('producer.wam-snapshots.window-aggregation-merger.aggregation-pipeline','producer.wam-results.window-aggregation-merger.aggregation-pipeline','producer.mirror-pae.daqs')
FACET clientId
",True
4800383,UDS - Staging - TDM - Kafka Producer Quotas - Non-Pageable - stg-little-pony,36718437,WARNING Staging Producer Near Quota in stg-little-pony,"FROM KafkaClientStats
SELECT max(produceByteRateSec/produceQuotaBytePerSec) * 100
WHERE cluster like 'stg-little-pony%'
  AND produceQuotaBytePerSec > 0
  AND clientId in ('producer.wam-snapshots.window-aggregation-merger.aggregation-pipeline','producer.wam-results.window-aggregation-merger.aggregation-pipeline','producer.mirror-pae.daqs')
FACET clientId
",True
4800404,UDS - Staging - QA cells - Retention - Non-Pageable - stg-sage-advice,36718722,WARNING Staging Partition Size exceeds 80% of Retention Bytes in stg-sage-advice,"FROM KafkaBrokerTopicStats
SELECT max(maxPartitionSizeBytes)/max(retentionBytes)
WHERE cluster like 'stg-sage-advice%'
  AND topic in ('cell_partial_aggregates','partially_aggregated_events','undecided_daqs_results')
facet topic
",True
4800405,UDS - Staging - TDM - Kafka Producer Quotas - Non-Pageable - stg-sage-advice,36718718,WARNING Staging Producer Near Quota in stg-sage-advice,"FROM KafkaClientStats
SELECT max(produceByteRateSec/produceQuotaBytePerSec) * 100
WHERE cluster like 'stg-sage-advice%'
  AND produceQuotaBytePerSec > 0
  AND clientId in ('producer.wam-snapshots.window-aggregation-merger.aggregation-pipeline','producer.wam-results.window-aggregation-merger.aggregation-pipeline','producer.mirror-pae.daqs')
FACET clientId
",True
4800405,UDS - Staging - TDM - Kafka Producer Quotas - Non-Pageable - stg-sage-advice,36718717,WARNING Staging Producer Throttled in stg-sage-advice,"FROM KafkaClientStats
SELECT max(produceThrottleTimeMs)
WHERE cluster like 'stg-sage-advice%'
  AND clientId in ('producer.wam-snapshots.window-aggregation-merger.aggregation-pipeline','producer.wam-results.window-aggregation-merger.aggregation-pipeline','producer.mirror-pae.daqs')
FACET clientId
",True
4800406,UDS - Staging - QA cells - Lag - Non-Pageable - stg-sage-advice,36718721,WARNING Staging PAE Distributor/Mirror lag in stg-sage-advice,"FROM KafkaConsumerLag
SELECT max(secondsLag)
WHERE topic = 'cell_partial_aggregates'
  AND group = 'daqs-mirror-pae'
  AND cluster = 'staging.stg-sage-advice'
",True
4800406,UDS - Staging - QA cells - Lag - Non-Pageable - stg-sage-advice,36718720,WARNING Staging Window Aggregation Merger lag in stg-sage-advice,"FROM KafkaConsumerLag
SELECT max(secondsLag)
WHERE topic = 'partially_aggregated_events'
  AND group = 'window_aggregation_merger_partial_aggregates'
  AND cluster = 'staging.stg-sage-advice'
",True
4800406,UDS - Staging - QA cells - Lag - Non-Pageable - stg-sage-advice,36718719,SEV5 Result Validator lag in stg-sage-advice,"FROM KafkaConsumerLag
SELECT max(secondsLag)
WHERE group = 'result_validator_default'
  AND cluster = 'staging.stg-sage-advice'
FACET topic
",True
